"","X","PLOT_ID","ID_escenario","Hoja_arboles.x","INVENTORY_ID_IFN2","Anho.x","T_IFN2","N_IFN2","N_muerto_IFN2","N_incorporado_IFN2","G_IFN2","G_muerta_IFN2","G_incorporada_IFN2","dg_IFN2","Do_IFN2","Seccion_dominante_IFN2","Ho_IFN2","d_copa_IFN2","Do_copa_IFN2","FCC_IFN2","Esbeltez.x","Esbeltez_dominante.x","SDI_IFN2","SDImax","Hart_IFN2","Hart_tresbolillo_IFN2","SI_IFN2","VOB_IFN2","VUB_IFN2","VBARK_IFN2","V_muerto_IFN2","V_incorporado_IFN2","V_desenrollo.x","V_chapa.x","V_sierra_gruesa_IFN2","V_sierra_IFN2","V_sierra_canter_IFN2","V_postes.x","V_estacas.x","V_trituracion_IFN2","WSW_IFN2","WTHICKB_IFN2","WB2_7_IFN2","WTBL_IFN2","WR_IFN2","WT_IFN2","WT_muerta_IFN2","WT_incorporada_IFN2","Hoja_arboles.y","INVENTORY_ID_IFN3","Anho.y","T_IFN3","N_IFN3","N_muerto_IFN3.x","N_incorporado_IFN3.x","G_IFN3","G_muerta_IFN3.x","G_incorporada_IFN3.x","dg_IFN3","Do_IFN3","Seccion_dominante_IFN3","Ho_IFN3","d_copa_IFN3","Do_copa_IFN3","FCC_IFN3","Esbeltez.y","Esbeltez_dominante.y","SDI_IFN3","Hart_IFN3","Hart_tresbolillo_IFN3","SI_IFN3","VOB_IFN3","VUB_IFN3","VBARK_IFN3","V_muerto_IFN3.x","V_incorporado_IFN3.x","V_desenrollo.y","V_chapa.y","V_sierra_gruesa_IFN3","V_sierra_IFN3","V_sierra_canter_IFN3","V_postes.y","V_estacas.y","V_trituracion_IFN3","WSW_IFN3","WTHICKB_IFN3","WB2_7_IFN3","WTBL_IFN3","WR_IFN3","WT_IFN3","WT_muerta_IFN3.x","WT_incorporada_IFN3.x","G_incorporada_IFN3.y","N_incorporado_IFN3.y","V_incorporado_IFN3.y","WT_incorporada_IFN3.y","G_cortada_IFN3","N_cortado_IFN3","V_cortado_IFN3","WT_cortada_IFN3","G_muerta_IFN3.y","N_muerto_IFN3.y","V_muerto_IFN3.y","WT_muerta_IFN3.y"
"36",36,"9_1133","Nodo 3 - Pies inventariados",35,"IFN2",10,41,2887.77,54.83,0,77.54,0,0,18.49,26.68,560.68,15.28,2.62,2.68,1.63,78.37,57.28,1705.4,0,12.18,13.09,11.42,520.03,462.41,57.61,0.04,0,0,0,0,2.24,181.56,101.06,263,485.57,219.71,0,23.85,43.52,128.35,415.43,0.04,0,"Nodo 1 - Pies inventariados","IFN3",2003,42,873.58,0,0,25.25,NA,NA,19.18,26.55,557.3,13.9,3.41,3.45,0.82,53.41,52.37,549.53,24.34,26.15,13.82,131.44,119.19,12.25,NA,NA,0,0,0,2.4,59.66,34.37,52.11,121.3,56.63,0,18.56,59.04,41.79,176.02,NA,NA,NA,NA,NA,NA,0,0,0,NA,3.78608301,222.81,1.5695373,63.4114077
"37",37,"9_1204","Nodo 3 - Pies inventariados",35,"IFN2",10,25,1547.88,11.84,0,29.85,0,0,15.67,21.42,366.08,8.05,2.84,2.88,1.01,49.14,37.57,684.63,0,31.57,33.93,5.12,106.39,94.64,11.75,0,0,0,0,0,0,4.81,0,76.26,93.69,44.97,0,14.14,33.39,49.41,141.91,0.02,0,"Nodo 1 - Pies inventariados","IFN3",2003,26,746.26,0,0,14.85,NA,NA,15.92,21.69,372.08,10.27,2.86,2.96,0.51,58.96,47.36,338.6,35.63,38.29,10.23,65.25,58.11,7.14,NA,NA,0,0,0,0,16.85,0,37.36,59.09,27.61,0,6.12,13.32,24.57,71.63,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"38",38,"9_1226","Nodo 3 - Pies inventariados",35,"IFN2",10,25,1807.57,6.8,0,22.51,0,0,12.59,19.04,285.23,10.04,2.76,2.79,0.54,65.24,52.74,545.81,0,23.42,25.17,7.25,70.6,62.03,8.57,0.02,0,0,0,0,0,3.85,0,52.06,63.71,29.47,0,6.35,14.62,26.82,77.27,0.02,0,"Nodo 1 - Pies inventariados","IFN3",2003,26,1527.89,0,0,20.07,NA,NA,12.93,19.67,304.94,11.57,2.53,2.6,0.37,77.76,58.82,482.05,22.11,23.76,11.41,56.98,49.76,7.22,NA,NA,0,0,0,0,4.52,0,39.07,51.28,23.64,0,4,8.98,19,55.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",39,"9_1227","Nodo 3 - Pies inventariados",35,"IFN2",10,25,1139.71,6.2,0,20.95,0,0,15.3,19.77,307.27,10.54,3.03,3.04,0.64,57,53.31,483.38,0,28.1,30.19,7.25,83.53,74.26,9.26,0.01,0,0,0,0,0,9.72,0,55.32,75.96,35.28,0,7.99,17.61,32,92.88,0.02,0,"Nodo 1 - Pies inventariados","IFN3",2003,26,763.94,0,0,14.76,NA,NA,15.68,20.68,336.02,11.11,3.25,3.27,0.43,64.11,53.72,337.8,32.57,35,11.11,60.11,53.78,6.33,NA,NA,0,0,0,0,12.53,0,34.93,55.01,25.55,0,5.13,10.67,21.05,62.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",40,"9_1231","Nodo 3 - Pies inventariados",35,"IFN2",10,30,2824.53,8.43,0,35.24,0,0,12.6,20.81,340.72,11.2,2.91,2.94,0.71,63.37,53.8,854.28,0,16.8,18.06,7.75,104.44,92.91,11.53,0.02,0,0,0,0,0,12.58,0,66.44,94.49,44.14,0,9.21,19.93,38.12,111.41,0.02,0,"Nodo 1 - Pies inventariados","IFN3",2003,31,2146.82,0,0,27.87,NA,NA,12.86,21.21,354.18,11.61,2.76,2.85,0.48,78.38,54.74,670.47,18.59,19.97,11.65,76.93,68.39,8.55,NA,NA,0,0,0,0,18.87,0,42.89,70.34,32.49,0,5.77,12.14,25.59,76.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",41,"9_1232","Nodo 3 - Pies inventariados",35,"IFN2",10,25,1169.7,8.04,0,22.29,0.02,0,15.58,18.65,273.25,8.8,2.88,2.91,0.76,51.82,47.17,512.01,0,33.24,35.72,5.87,83.23,73.75,9.49,0.02,0,0,0,0,0,0,0,60.93,74.14,35.04,0,9.76,22.97,36.23,104,0.04,0,"Nodo 1 - Pies inventariados","IFN3",2003,26,795.77,0,0,13.21,NA,NA,14.54,19.31,293.04,9.15,2.69,2.75,0.46,58.43,47.4,308.24,38.72,41.61,9.24,51.58,45.39,6.2,NA,NA,0,0,0,0,5.6,0,34.95,45.86,21.56,0,5.2,12.31,20.93,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",42,"9_1234","Nodo 3 - Pies inventariados",35,"IFN2",10,30,1426.04,6.36,0,27.66,0,0,15.71,23.44,431.91,12.29,3.12,3.17,0.62,60.18,52.43,633.92,0,21.55,23.16,8.75,91.59,82.5,9.09,0.02,0,0,0,0,0,29.2,11.42,47.05,83.41,39.2,0,8.26,17.15,32.76,97.37,0.02,0,"Nodo 1 - Pies inventariados","IFN3",2003,31,1138.84,0,0,23.04,NA,NA,16.05,23.58,439.63,13.24,2.98,3.04,0.4,74.5,56.12,524.39,22.39,24.06,13.07,72.13,64.53,7.6,NA,NA,0,0,0,0,24.05,8.84,37.69,66.7,30.66,0,4.86,9.85,21.86,67.22,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"43",43,"9_1237","Nodo 3 - Pies inventariados",35,"IFN2",10,35,1251.6,14.57,0,42.08,0,0,20.69,27.81,608.71,12.95,3.28,3.36,1.11,57.73,46.55,899.34,0,21.83,23.46,9.82,231.3,211.52,19.78,0.04,0,0,0,0,0,118.13,58.85,79.7,214.78,100.5,0,16.58,29.78,69.64,216.5,0.04,0,"Nodo 1 - Pies inventariados","IFN3",2003,36,438.56,0,0,18.02,NA,NA,22.87,28.78,653.07,13.83,3.89,3.95,0.54,55.02,48.04,375.4,34.53,37.11,13.79,102.12,94.45,7.67,NA,NA,0,0,0,2.44,58.66,34.46,27.58,95.54,44.88,0,7.29,12.31,29.83,94.31,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"44",44,"9_1243","Nodo 3 - Pies inventariados",35,"IFN2",10,30,1795.67,18.7,0,48.92,0,0,18.62,25.16,498.02,13.15,3.03,3.08,1.24,61.75,52.25,1073.85,0,17.95,19.29,9.62,267.05,240.59,26.46,0.03,0,0,0,0,0,102.56,42.07,122.19,248.48,114.31,0,18.03,34.52,79.95,246.81,0.03,0,"Nodo 1 - Pies inventariados","IFN3",2003,31,1308.61,0,0,35.15,NA,NA,18.49,24.93,489.39,15.36,3.01,3.05,0.86,73.48,61.59,772.16,18,19.34,15.35,226.56,202.75,23.8,NA,NA,0,0,0,0,102.57,62.1,101.55,212.21,96.34,0,10.91,19.76,56.9,183.91,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"45",45,"9_1244","Nodo 3 - Pies inventariados",35,"IFN2",10,30,2267.29,24.55,0,47.55,0,0,16.34,21.82,374.21,12.55,2.63,2.67,1.27,67.72,57.5,1079.13,0,16.74,17.98,9,249.88,220.29,29.6,0.02,0,0,0,0,0,39.15,5.23,165.28,228.71,104.67,0,16.55,34.92,78.71,234.85,0.02,0,"Nodo 1 - Pies inventariados","IFN3",2003,31,1573.87,0,0,31.2,NA,NA,15.89,21.66,368.57,13.81,2.52,2.59,0.83,84.79,63.75,711.9,18.26,19.62,13.72,197.4,172.36,25.04,NA,NA,0,0,0,0,39.42,7.6,126.49,182.81,81.9,0,9.26,18.57,51.64,161.37,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"46",46,"9_1253","Nodo 3 - Pies inventariados",35,"IFN2",10,30,1618.82,11.64,0,46,0,0,19.02,28.23,627.11,15.41,3.44,3.48,0.96,61.47,54.59,1004.47,0,16.13,17.33,11.69,259.67,237.68,21.98,0.05,0,0,0,0,2.34,146.53,116.59,74.81,244.7,112.93,0,14.3,23.92,66.7,217.86,0.05,0,"Nodo 1 - Pies inventariados","IFN3",2003,31,827.61,0,0,21.45,NA,NA,18.17,27.92,614.01,15.97,3.62,3.66,0.47,69.8,57.2,473.36,21.76,23.39,15.8,110.49,100.99,9.49,NA,NA,0,0,0,2.22,59.39,29.46,35.04,103.91,47.99,0,6,10.08,28.21,92.27,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
