"","X","PLOT_ID","Hoja_arboles.x","INVENTORY_ID_IFN2","simanfor.plot.MARTONNE_1","simanfor.plot.MARTONNE_2","simanfor.plot.MARTONNE_3","simanfor.plot.MARTONNE_4","Anho.x","T_IFN2","N_IFN2","N_muerto_IFN2","N_incorporado_IFN2","G_IFN2","G_muerta_IFN2","G_incorporada_IFN2","dg_IFN2","Do_IFN2","Seccion_dominante_IFN2","Ho_IFN2","d_copa_IFN2","Do_copa_IFN2","FCC_IFN2","Esbeltez.x","Esbeltez_dominante.x","SDI_IFN2","Hart_IFN2","Hart_tresbolillo_IFN2","SI_IFN2","VOB_IFN2","VUB_IFN2","VBARK_IFN2","V_muerto_IFN2","V_incorporado_IFN2","V_desenrollo.x","V_chapa.x","V_sierra_gruesa_IFN2","V_sierra_IFN2","V_sierra_canter_IFN2","V_postes.x","V_estacas.x","V_trituracion_IFN2","WSW_IFN2","WTHICKB_IFN2","WB2_7_IFN2","WTBL_IFN2","WR_IFN2","WT_IFN2","WT_muerta_IFN2","WT_incorporada_IFN2","Hoja_arboles.y","INVENTORY_ID_IFN3","Anho.y","T_IFN3","N_IFN3","N_muerto_IFN3.x","N_incorporado_IFN3.x","G_IFN3","G_muerta_IFN3.x","G_incorporada_IFN3.x","dg_IFN3","Do_IFN3","Seccion_dominante_IFN3","Ho_IFN3","d_copa_IFN3","Do_copa_IFN3","FCC_IFN3","Esbeltez.y","Esbeltez_dominante.y","SDI_IFN3","Hart_IFN3","Hart_tresbolillo_IFN3","SI_IFN3","VOB_IFN3","VUB_IFN3","VBARK_IFN3","V_muerto_IFN3.x","V_incorporado_IFN3.x","V_desenrollo.y","V_chapa.y","V_sierra_gruesa_IFN3","V_sierra_IFN3","V_sierra_canter_IFN3","V_postes.y","V_estacas.y","V_trituracion_IFN3","WSW_IFN3","WTHICKB_IFN3","WB2_7_IFN3","WTBL_IFN3","WR_IFN3","WT_IFN3","WT_muerta_IFN3.x","WT_incorporada_IFN3.x","G_incorporada_IFN3.y","N_incorporado_IFN3.y","V_incorporado_IFN3.y","WT_incorporada_IFN3.y","G_cortada_IFN3","N_cortado_IFN3","V_cortado_IFN3","WT_cortada_IFN3","G_muerta_IFN3.y","N_muerto_IFN3.y","V_muerto_IFN3.y","WT_muerta_IFN3.y"
"121",121,"9_246","Nodo 3 - Pies inventariados","IFN2",NA,NA,NA,NA,10,45,1002.64,6.85,203.11,21.49,0,6.43,16.52,26.06,534.29,6.47,3.04,3.19,0.8,39.8,24.83,485.59,48.82,52.46,5.7,61.87,56.53,5.34,0.02,17.89,0,0,0,0,11.14,0,30.68,53.52,26.86,0,13.49,30.87,35.57,106.79,0.03,31.65,"Nodo 1 - Pies inventariados","IFN3",2003,46,120.25,0,0,6.27,NA,NA,25.76,26.32,563.29,8.32,5,5.13,0.25,33.89,31.62,126.75,109.6,117.77,8.56,21.66,20.67,0.99,NA,NA,0,0,0,0,10.46,0,4.36,19.62,9.82,0,4.45,7.83,10.38,32.47,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"122",122,"9_305","Nodo 3 - Pies inventariados","IFN2",NA,NA,NA,NA,10,39,642.12,4.32,98.25,26.07,0,4.1,22.74,29.35,679.4,13.59,3.86,3.92,0.77,47.92,46.32,543.87,29.03,31.2,12.06,132.33,123.11,9.22,0.03,20.76,0,0,0,5.76,74.89,51.81,33.13,122.59,58.49,0,11.84,21.2,43.15,134.68,0.02,19.5,"Nodo 1 - Pies inventariados","IFN3",2003,40,173.3,0,0,11.21,NA,NA,28.7,31.25,774.62,14.38,4.98,5.03,0.34,47.24,46.02,220.7,52.82,56.76,14.12,66.62,63.45,3.17,NA,NA,0,0,0,14.96,39.87,31.1,7.36,62.76,30.15,0,4.97,7.35,18.56,61.03,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"123",123,"9_355","Nodo 3 - Pies inventariados","IFN2",NA,NA,NA,NA,10,30,867.43,5.66,140.99,13.43,0,2.22,14.04,18.93,283.47,6.52,2.75,2.82,0.54,38.61,34.42,316.04,52.1,55.98,5.75,34.23,30.59,3.64,0.01,5.51,0,0,0,0,2.38,0,22.52,28.77,14.54,0,8.26,22.64,22.23,67.67,0.02,10.72,"Nodo 1 - Pies inventariados","IFN3",2003,31,618.94,0,0,14.05,NA,NA,17,21.35,360.1,9.25,3.13,3.22,0.43,48.87,43.31,315.23,43.47,46.71,9.24,46.19,41.72,4.47,NA,NA,0,0,0,0,12.42,0,23.97,41.25,19.82,0,5.62,12.32,19.6,57.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",124,"9_382","Nodo 3 - Pies inventariados","IFN2",NA,NA,NA,NA,10,31,1605.06,18.64,208.98,30.76,0,6.65,15.62,23.76,443.39,9.98,2.69,2.82,1,52.28,42,704.8,25.01,26.88,8.26,120.26,108.13,12.13,0.04,27.59,0,0,0,0,32.17,0,58.01,106.8,51.38,0,14.14,31.61,50.91,148.05,0.04,30.92,"Nodo 1 - Pies inventariados","IFN3",2003,32,997.37,0,0,24.32,NA,NA,17.62,26.54,556.09,11.59,2.91,3.02,0.61,60.57,43.66,540.76,27.32,29.36,11.73,102.46,92.07,10.4,NA,NA,0,0,0,0,33.94,19.52,50.5,94.29,43.74,0,7.74,15.32,33.24,100.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",125,"9_393","Nodo 3 - Pies inventariados","IFN2",NA,NA,NA,NA,10,29,590.18,2.89,115.61,10.66,0,2.07,15.17,18.67,274.07,5.64,3.04,3.07,0.44,36.85,30.22,246.09,72.97,78.41,5.12,27.34,24.56,2.79,0.01,5.19,0,0,0,0,0,0,18.59,22.98,11.67,0,6.6,17.25,17.65,53.16,0.02,9.79,"Nodo 1 - Pies inventariados","IFN3",2003,30,314.77,0,0,9.59,NA,NA,19.7,22.62,402.93,8.19,3.81,3.84,0.36,41.03,36.2,207.39,68.82,73.96,7.93,34.73,31.89,2.84,NA,NA,0,0,0,0,7.08,0,16.45,31.11,15.15,0,5.14,10.68,15.88,46.84,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"126",126,"9_467","Nodo 3 - Pies inventariados","IFN2",NA,NA,NA,NA,10,31,958.78,6.85,187.54,23.06,0,6.31,17.5,26.16,539.02,10.64,3.08,3.17,0.76,51.24,40.66,513.55,30.36,32.63,9.79,97.49,88.35,9.14,0.04,27.42,0,0,0,0,29.27,16.1,47.35,88.24,41.98,0,10.39,21.77,38.17,112.31,0.04,29.02,"Nodo 1 - Pies inventariados","IFN3",2003,32,537.59,0,0,12.46,NA,NA,17.18,21.92,382.63,12.02,3.37,3.41,0.37,60.58,54.82,278.8,35.9,38.57,11.93,57.75,51.93,5.81,NA,NA,0,0,0,0,15.38,5.8,30.58,53.39,24.68,0,4.37,8.59,18.66,56.28,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"127",127,"9_610","Nodo 3 - Pies inventariados","IFN2",NA,NA,NA,NA,10,45,716.87,4.86,106.34,28.37,0,4.12,22.45,27.83,609.35,12.36,3.74,3.82,0.82,51.93,44.42,593.73,30.21,32.47,10.81,147.71,136.66,11.05,0.03,20.96,0,0,0,0,79.1,66.21,41.26,137.19,64.93,0,12.22,21.25,46.96,145.36,0.03,19.46,"Nodo 1 - Pies inventariados","IFN3",2003,46,544.66,0,0,28.71,NA,NA,25.91,31.84,797.91,12.58,4.28,4.37,0.82,46.16,39.5,579.71,34.07,36.61,12.48,150.91,142.66,8.25,NA,NA,0,0,0,9.71,86.47,77.76,25.43,141.11,67.79,0,13.39,21.34,47.52,150.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",128,"9_621","Nodo 3 - Pies inventariados","IFN2",NA,NA,NA,NA,10,35,1403.52,9.54,108,27.02,0,2.01,15.66,19.27,291.77,7.66,2.88,2.92,0.94,47.3,39.74,618.8,34.85,37.45,7.12,92.42,82.33,10.09,0.02,6.67,0,0,0,0,1.97,0,63.96,81.32,39.12,0,13.36,32.08,44.73,129.29,0.02,9.09,"Nodo 1 - Pies inventariados","IFN3",2003,36,930.17,0,0,27.69,NA,NA,19.47,23.12,420.05,11.34,3.42,3.46,0.88,52.26,49.08,600.48,28.9,31.06,11.33,127.56,115.56,12,NA,NA,0,0,0,0,45.13,2.46,58.9,117.04,54.9,0,17.3,46.17,45.83,164.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07789112,31.83,0.2530485,32.4745575
"129",129,"9_68","Nodo 3 - Pies inventariados","IFN2",NA,NA,NA,NA,10,35,1017.46,7.3,133.5,16.83,0,2.13,14.51,20.18,321.22,7.35,2.74,2.81,0.63,46.27,36.42,392.83,42.65,45.83,6.5,53.17,47.29,5.88,0.01,6.58,0,0,0,0,2.46,0,34.31,46.18,22.47,0,8.66,21.74,27.86,80.74,0.02,9.6,"Nodo 1 - Pies inventariados","IFN3",2003,36,534.05,0,0,15.45,NA,NA,19.19,22.92,414.6,9.35,3.49,3.53,0.52,51.47,40.79,336.22,46.28,49.73,9.08,69.15,62.74,6.41,NA,NA,0,0,0,0,25,0,33.21,63.29,29.81,0,6.85,13.67,25.57,75.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",130,"9_714","Nodo 3 - Pies inventariados","IFN2",NA,NA,NA,NA,10,37,1346.7,9.83,182.33,32.05,0,5.93,17.41,24.32,464.91,10.34,3.02,3.08,1,52.13,42.51,714.84,26.36,28.33,8.67,134.96,121.53,13.43,0.02,25.61,0,0,0,0,36.05,0,75.34,122.48,57.74,0,14.26,30.34,53.06,155.4,0.02,27.57,"Nodo 1 - Pies inventariados","IFN3",2003,38,859.44,0,0,27.24,NA,NA,20.09,26.38,551.38,11.27,3.46,3.51,0.83,52.08,42.72,586.1,30.27,32.53,11.23,129.38,118.03,11.34,NA,NA,0,0,0,0,53.56,9.64,54.98,119.14,56.08,0,11.78,22.51,45.09,135.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",131,"9_72","Nodo 3 - Pies inventariados","IFN2",NA,NA,NA,NA,10,30,410.2,1.57,192.5,10.5,0,6.2,18.05,24.57,474.34,5.91,3.52,3.68,0.44,29.2,24.07,232.07,83.48,89.7,4.19,25.28,23.66,1.62,0.01,15.15,0,0,0,0,9.25,0,9.17,21.69,11.24,0,7.95,18.44,17.38,55.01,0.03,31.22,"Nodo 1 - Pies inventariados","IFN3",2003,31,106.1,0,0,3.93,NA,NA,21.71,21.36,382.32,7.35,4.29,4.42,0.16,34.6,34.4,82.88,132.09,141.94,7.26,13.42,12.67,0.75,NA,NA,0,0,0,0,5.32,0,3.99,12.19,6.02,0,2.44,4.76,6.5,19.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",132,"9_76","Nodo 3 - Pies inventariados","IFN2",NA,NA,NA,NA,10,30,786.09,4.17,121.81,13.04,0,1.94,14.53,16.5,213.75,6.45,2.88,2.89,0.52,41.89,39.11,304.17,55.28,59.4,5.75,36.96,32.75,4.21,0.01,5.38,0,0,0,0,0,0,27.88,31.22,15.56,0,7.12,18.86,21.58,63.13,0.02,8.87,"Nodo 1 - Pies inventariados","IFN3",2003,31,763.94,0,0,14.56,NA,NA,15.58,20.22,321.5,9.12,3.39,3.41,0.44,55.35,45.12,333.87,39.65,42.61,8.93,46.87,42.3,4.57,NA,NA,0,0,0,0,4.31,0,27.11,42.14,20.1,0,5.83,12.69,20.04,58.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",133,"9_77","Nodo 3 - Pies inventariados","IFN2",NA,NA,NA,NA,10,30,606.29,3.27,195.76,6.29,0,2.51,11.49,13.62,145.74,4.97,2.39,2.42,0.28,39.77,36.45,155.64,81.8,87.9,4.5,13.95,12.12,1.83,0.02,5.63,0,0,0,0,0,0,8.97,10.9,5.76,0,3.72,11.91,10.41,31.79,0.04,11.83,"Nodo 1 - Pies inventariados","IFN3",2003,31,222.82,0,0,2.84,NA,NA,12.74,14.42,165.62,6.96,2.67,2.7,0.13,45.94,48.27,68.5,96.26,103.44,5.78,8.25,7.21,1.04,NA,NA,0,0,0,0,0,0,5.7,7.02,3.42,0,1.43,4.11,4.7,13.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",134,"9_903","Nodo 3 - Pies inventariados","IFN2",NA,NA,NA,NA,10,20,28.24,0.06,0,2.33,0,0,32.4,31.72,824.56,11.19,7.77,7.77,0.07,35.28,35.28,44.45,168.13,180.67,10.75,6.59,6.63,-0.04,0.02,0,0,0,0,2.99,1.72,0,0,6.16,3.15,0,1.17,1.62,2.69,8.62,0.03,0,"Nodo 1 - Pies inventariados","IFN3",2003,21,28.29,0,0,2.8,NA,NA,35.52,35.43,990.86,9.66,7.75,7.75,0.07,27.26,27.26,52.31,194.63,209.15,9.66,5.7,5.75,-0.05,NA,NA,0,0,0,2.82,1.69,0,0,5.27,2.73,0,1.27,1.83,2.64,8.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",135,"9_904","Nodo 3 - Pies inventariados","IFN2",NA,NA,NA,NA,10,19,136.25,0.48,57.37,8.87,0,3.52,28.78,29.6,735.29,7.54,5.49,5.7,0.35,28.19,25.48,174.35,113.58,122.05,7.16,27.73,27.14,0.59,0.01,10.67,0,0,0,2.33,11.08,0,3.78,25.11,12.89,0.29,7.49,12.34,14.67,47.68,0.01,18.12,"Nodo 1 - Pies inventariados","IFN3",2003,20,408.29,0,0,11.42,NA,NA,18.87,29.23,709.38,7.22,6.03,6.26,0.19,33.86,24.72,249.54,68.51,73.62,7,13.69,13.66,0.03,NA,NA,0,0,0,1.53,3.76,0,1.13,12.37,6.49,0.31,4.59,7.36,7.97,26.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",136,"9_919","Nodo 3 - Pies inventariados","IFN2",NA,NA,NA,NA,10,48,606.22,3.78,104.24,24.79,0,4.5,22.82,28.64,646.64,11.78,3.86,3.94,0.74,50.59,41.14,516.71,34.48,37.05,10.5,126.99,117.79,9.2,0.02,22.4,0,0,0,2.95,70.56,42.11,33.98,118.24,55.96,0,10.96,18.98,41.04,126.93,0.02,21.43,"Nodo 1 - Pies inventariados","IFN3",2003,49,848.83,0,0,34.12,NA,NA,22.62,32.02,808.62,14.94,4.15,4.25,0.57,58.25,46.64,712.67,22.98,24.69,14.79,110.94,104.58,6.36,NA,NA,0,0,0,14.51,62.42,56.31,19.65,103.72,49.69,0,11.41,25.1,32.93,119.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86023758,31.83,0.305568,17.079978
"137",137,"9_924","Nodo 3 - Pies inventariados","IFN2",NA,NA,NA,NA,10,45,753.28,5.3,185.63,13.89,0,4.5,15.32,22.67,404.64,7.18,2.86,3.01,0.54,40.31,31.67,319.76,50.74,54.52,6.25,42.06,38.18,3.88,0.02,13.76,0,0,0,0,6.82,0,21.04,36.1,18.14,0,8,19.53,22.99,68.66,0.02,21.01,"Nodo 1 - Pies inventariados","IFN3",2003,46,519.91,0,0,10.5,NA,NA,16.03,22.29,395.27,7.47,2.99,3.17,0.41,39.59,33.53,238.94,58.68,63.05,7.52,33.67,30.83,2.84,NA,NA,0,0,0,0,9.52,0,13.51,29.65,14.65,0,6.08,14.48,17.37,52.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",139,"9_959","Nodo 3 - Pies inventariados","IFN2",NA,NA,NA,NA,10,39,652.28,6.31,152.84,22.84,0,5.39,21.11,28.47,636.97,12.62,3.47,3.66,0.68,53.16,44.31,485.37,31.04,33.35,11.62,119.04,110.43,8.61,0.02,27.52,0,0,0,0,62.11,53.14,29,110.44,52.47,0,9.87,17.31,37.81,117.45,0.02,25.43,"Nodo 1 - Pies inventariados","IFN3",2003,40,820.53,0,0,27.18,NA,NA,20.54,33.35,877.2,14.75,3.65,3.9,0.5,46.77,44.22,581.65,23.67,25.44,14.73,103.05,97.33,5.72,NA,NA,0,0,0,14.69,61.55,55.32,13.65,96.69,46.24,0,8.67,17.81,29.14,101.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.86845283,190.98,0.1390971,NA
