"","X.2","X.1","X","PLOT_ID","Hoja_arboles.x","INVENTORY_ID_IFN2","Anho.x","T_IFN2","N_IFN2","N_muerto_IFN2","N_incorporado_IFN2","G_IFN2","G_muerta_IFN2","G_incorporada_IFN2","dg_IFN2","Do_IFN2","Seccion_dominante_IFN2","Ho_IFN2","d_copa_IFN2","Do_copa_IFN2","FCC_IFN2","Esbeltez.x","Esbeltez_dominante.x","SDI_IFN2","Hart_IFN2","Hart_tresbolillo_IFN2","SI_IFN2","VOB_IFN2","VUB_IFN2","VBARK_IFN2","V_muerto_IFN2","V_incorporado_IFN2","V_desenrollo.x","V_chapa.x","V_sierra_gruesa_IFN2","V_sierra_IFN2","V_sierra_canter_IFN2","V_postes.x","V_estacas.x","V_trituracion_IFN2","WSW_IFN2","WTHICKB_IFN2","WB2_7_IFN2","WTBL_IFN2","WR_IFN2","WT_IFN2","WT_muerta_IFN2","WT_incorporada_IFN2","Hoja_arboles.y","INVENTORY_ID_IFN3","Anho.y","T_IFN3","N_IFN3","N_muerto_IFN3.x","N_incorporado_IFN3.x","G_IFN3","G_muerta_IFN3.x","G_incorporada_IFN3.x","dg_IFN3","Do_IFN3","Seccion_dominante_IFN3","Ho_IFN3","d_copa_IFN3","Do_copa_IFN3","FCC_IFN3","Esbeltez.y","Esbeltez_dominante.y","SDI_IFN3","Hart_IFN3","Hart_tresbolillo_IFN3","SI_IFN3","VOB_IFN3","VUB_IFN3","VBARK_IFN3","V_muerto_IFN3.x","V_incorporado_IFN3.x","V_desenrollo.y","V_chapa.y","V_sierra_gruesa_IFN3","V_sierra_IFN3","V_sierra_canter_IFN3","V_postes.y","V_estacas.y","V_trituracion_IFN3","WSW_IFN3","WTHICKB_IFN3","WB2_7_IFN3","WTBL_IFN3","WR_IFN3","WT_IFN3","WT_muerta_IFN3.x","WT_incorporada_IFN3.x","G_incorporada_IFN3.y","N_incorporado_IFN3.y","V_incorporado_IFN3.y","WT_incorporada_IFN3.y","G_cortada_IFN3","N_cortado_IFN3","V_cortado_IFN3","WT_cortada_IFN3","G_muerta_IFN3.y","N_muerto_IFN3.y","V_muerto_IFN3.y","WT_muerta_IFN3.y"
"68",69,70,70,"9_1406","Nodo 3 - Pies inventariados","IFN2",10,48,924.97,0,61.99,57.28,NA,3.01,28.08,34.57,939.57,17.38,4,4.04,1.18,58.63,50.28,1133.56,18.92,20.33,13.5,415.45,390.41,25.04,0,20.2,0,0,0,60.34,264.25,213.48,49.86,394.62,185.5,0,20.91,29.83,94.82,331.05,NA,13.17,"Nodo 1 - Pies inventariados","IFN3",2003,49,565.88,0,0,39.45,NA,NA,29.79,35.35,982.63,17.14,4.43,4.47,0.89,55.31,48.48,769.15,24.53,26.35,17.26,282.91,268.05,14.87,NA,NA,0,0,0,65.18,174.32,142.16,27.15,268.46,127.36,0,15.08,20.9,65.29,228.63,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"69",70,71,71,"9_1415","Nodo 3 - Pies inventariados","IFN2",10,36,895.8,0,163.68,27.79,NA,5.85,19.87,25.22,499.6,11.57,3.46,3.49,0.86,50.37,45.88,599.49,28.87,31.03,7.12,127.44,116.22,11.22,0,26.34,0,0,0,0,51.88,21.91,55.03,117.19,55.22,0,12.26,23.96,45.99,137.43,NA,22.86,"Nodo 1 - Pies inventariados","IFN3",2003,37,583.57,0,0,17.71,NA,NA,19.65,23.12,423.7,9.91,3.56,3.59,0.59,49.96,42.88,383.06,41.76,44.87,9.88,79.12,72,7.12,NA,NA,0,0,0,0,26.02,3.07,36.17,72.28,34.21,0,7.9,15.64,29.31,87.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",71,72,72,"9_1427","Nodo 3 - Pies inventariados","IFN2",10,34,370.1,0,115.45,15.66,NA,4.79,23.21,26.16,538,9.36,4.29,4.32,0.54,40.08,35.77,325.04,55.55,59.69,6.25,64.11,59.93,4.18,0,17.98,0,0,0,0,33.37,0,16.37,58.88,28.47,0,8.28,15.21,25.92,77.89,NA,19.29,"Nodo 1 - Pies inventariados","IFN3",2003,35,229.89,0,0,8.78,NA,NA,22.05,23.69,443.34,8.72,4.35,4.37,0.25,36.78,36.82,184.48,75.61,81.25,8.73,24.88,23.23,1.66,NA,NA,0,0,0,0,10.68,0,7.07,22.66,11.04,0,3.68,7.01,10.91,32.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",72,73,73,"9_1428","Nodo 3 - Pies inventariados","IFN2",10,42,1195.89,0,95.96,61.82,NA,3.95,25.66,37.59,1118.95,17.34,3.63,3.77,1.33,58.16,46.12,1251.36,16.68,17.93,13.19,413.73,388.47,25.25,0,24.32,0,0,0,77.16,228.63,192.41,68.41,391.3,184.58,0.23,24.47,37,102.33,348.61,NA,17.15,"Nodo 1 - Pies inventariados","IFN3",2003,43,1030.76,0,0,48.72,NA,NA,24.53,38.69,1186.66,16.03,4,4.24,1.37,48.67,41.43,997.17,19.43,20.88,16.03,268.35,255.03,13.32,NA,NA,0,0,0,79.98,129.2,101.31,37.87,251.07,121.17,0.45,52.67,163.89,78.01,416.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.07119878,205.13,2.3462927,187.7413139
"72",73,74,74,"9_1430","Nodo 3 - Pies inventariados","IFN2",10,25,231.63,0,104.31,2.94,NA,1.25,12.71,12.71,126.86,5.58,2.71,2.71,0.13,43.94,43.94,70.89,117.65,126.43,3,7.78,6.77,1.01,0,3.22,0,0,0,0,0,0,6.34,6.63,3.22,0,1.55,4.53,4.86,14.16,NA,4.44,"Nodo 1 - Pies inventariados","IFN3",2003,26,31.83,0,0,0.41,NA,NA,12.81,12.81,128.89,7.82,2.87,2.87,0.02,61.03,61.03,9.88,226.71,243.61,7.82,1.54,1.32,0.22,NA,NA,0,0,0,0,0,0,1.33,1.37,0.63,0,0.16,0.43,0.68,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",74,75,75,"9_1432","Nodo 3 - Pies inventariados","IFN2",10,35,318.87,0,99.58,14.8,NA,4.45,24.31,28.45,636.78,11.31,4.38,4.42,0.49,44.06,39.75,303.65,49.53,53.22,7.86,70.13,65.74,4.39,0,19.72,0,0,0,0,39.29,23.29,14.21,64.98,31.23,0,7.13,12.26,24.5,75.13,NA,17.61,"Nodo 1 - Pies inventariados","IFN3",2003,36,148.54,0,0,7.19,NA,NA,24.83,26.36,558.29,10.18,4.67,4.74,0.26,40.54,38.63,146.75,80.58,86.58,10.01,31.86,30.12,1.74,NA,NA,0,0,0,2.31,18.6,7.01,6.71,29.5,14.31,0,3.76,6.45,11.9,36.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",75,76,76,"9_1438","Nodo 3 - Pies inventariados","IFN2",10,45,1114.42,0,109.97,47.49,NA,4.58,23.29,29.39,679.52,12.76,3.7,3.74,1.23,51.33,43.42,984.67,23.47,25.23,9.5,254.18,235.53,18.65,0,23.02,0,0,0,2.74,145.94,106.8,64.61,237.5,111.91,0,20.19,34.62,78.6,245.32,NA,18.58,"Nodo 1 - Pies inventariados","IFN3",2003,46,756.87,0,0,30.97,NA,NA,22.83,30.26,721.87,13.43,3.7,3.77,0.85,55.14,44.38,645.49,27.06,29.08,13.48,176.35,163.02,13.32,NA,NA,0,0,0,4.9,95.43,67.04,48.24,164.72,77.46,0,12.64,21.59,51.27,162.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",76,77,77,"9_1444","Nodo 3 - Pies inventariados","IFN2",10,35,722.01,0,149.06,12.53,NA,2.22,14.87,17.07,229.4,7.94,2.9,2.91,0.48,47.63,46.48,290.72,46.9,50.4,4.75,41.7,36.83,4.87,0,6.7,0,0,0,0,0,0,31.43,36.33,17.5,0,6.01,15.13,20.74,59.38,NA,7.82,"Nodo 1 - Pies inventariados","IFN3",2003,36,190.99,0,0,3.79,NA,NA,15.89,17.38,238.25,7.83,3.22,3.25,0.16,47.96,45.04,86.4,92.46,99.35,7.8,13.46,11.99,1.47,NA,NA,0,0,0,0,0,0,9.39,11.93,5.7,0,1.8,4.26,6.27,18.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",77,78,78,"9_1447","Nodo 3 - Pies inventariados","IFN2",10,35,1037.32,0,114.22,41.32,NA,5.08,22.52,40,1276.83,19.13,3.22,3.42,0.95,67.21,47.83,864.06,16.23,17.44,15.06,287.17,268.19,18.98,0,33.82,0,0,0,80.02,111.78,72.77,74.19,270.32,127.43,0.87,15.22,23.34,68.4,235.25,NA,22.22,"Nodo 1 - Pies inventariados","IFN3",2003,36,851.94,0,0,24.78,NA,NA,19.25,35.82,1032.41,20.4,2.91,3.14,0.66,71.98,56.96,539.02,16.79,18.04,18.78,185.5,171.34,14.16,NA,NA,0,0,2.07,52.31,76.11,50.63,49.38,174.72,81.41,0.36,14.86,43.21,41.02,180.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.61542791,205.13,1.0707052,45.8273876
"77",78,79,79,"9_1448","Nodo 3 - Pies inventariados","IFN2",10,35,1127.9,0,158.82,38.1,NA,5.82,20.74,27.41,591.31,11.91,3.44,3.52,1.1,49.73,43.44,813.23,25.01,26.87,8.5,179.72,165.36,14.36,0,26.33,0,0,0,0,83.53,42.79,63.73,165.66,78.57,0,17.03,31.82,63.06,190.48,NA,23.08,"Nodo 1 - Pies inventariados","IFN3",2003,36,1018.59,0,0,25.81,NA,NA,17.96,26.43,550.37,14.13,3.26,3.34,0.64,63.75,53.45,571.06,22.18,23.83,13.93,133.07,120.67,12.41,NA,NA,0,0,0,0,61.43,29.42,49.8,123.97,57.33,0,8.26,14.98,37.58,118.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",79,80,80,"9_1458","Nodo 3 - Pies inventariados","IFN2",10,30,422.12,0,167.47,6.74,NA,2.28,14.26,14.78,171.46,6.15,2.92,2.92,0.28,43.15,41.59,158.04,79.2,85.1,3.5,19.38,17.1,2.28,0,5.8,0,0,0,0,0,0,14.78,15.94,8.13,0,3.56,9.52,11.16,32.37,NA,8.51,"Nodo 1 - Pies inventariados","IFN3",2003,31,63.66,0,0,1.03,NA,NA,14.36,14.36,162.04,7.41,3.11,3.11,0.05,51.61,51.61,24.14,169.16,181.77,7.41,3.6,3.15,0.45,NA,NA,0,0,0,0,0,0,3.06,3.05,1.5,0,0.46,1.18,1.71,4.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",80,81,81,"9_1459","Nodo 3 - Pies inventariados","IFN2",10,32,1167.09,0,198.01,32.09,NA,6.47,18.71,26.08,534.92,11.86,3.14,3.24,0.96,52.92,45.47,702.87,24.68,26.52,8.29,149.19,135.95,13.24,0,29.24,0,0,0,0,62.16,31.19,60.19,136.5,64.59,0,13.87,27.34,53.12,158.92,NA,25.05,"Nodo 1 - Pies inventariados","IFN3",2003,33,671.99,0,0,17.27,NA,NA,18.09,26.12,538.65,11.08,3.11,3.29,0.57,55.49,42.41,381.43,34.83,37.43,11.18,79.52,72.53,6.99,NA,NA,0,0,0,0,32.78,14.3,29.58,72.62,34.46,0,7.59,14.75,28.58,85.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",81,82,82,"9_1473","Nodo 3 - Pies inventariados","IFN2",10,42,1099.55,0,126.93,43.45,NA,4.97,22.43,29.31,676.03,12.91,3.56,3.66,1.15,51.86,44.05,909.44,23.36,25.1,9.44,229.2,212.43,16.77,0,24.43,0,0,0,2.8,126.22,96.21,59.7,213.11,100.93,0,18.81,32.66,71.92,224.32,NA,20.13,"Nodo 1 - Pies inventariados","IFN3",2003,43,795.77,0,0,25.95,NA,NA,20.38,29.59,690.37,12.29,3.37,3.54,0.78,50.13,41.53,556.4,28.84,30.99,12.52,128.64,119.22,9.42,NA,NA,0,0,0,4.83,64.91,42.72,34.69,119.24,56.65,0,11.78,21.88,42.95,133.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",82,83,83,"9_1474","Nodo 3 - Pies inventariados","IFN2",10,33,1613.37,0,145.61,56.27,NA,5.43,21.07,28.81,652.76,14.63,3.17,3.24,1.33,62.1,50.76,1196.37,17.02,18.29,10.82,336.81,307.25,29.56,0,31.02,0,0,0,0,170.48,119.33,112.76,315.26,145.99,0,20.68,36.04,93.14,295.85,NA,22.06,"Nodo 1 - Pies inventariados","IFN3",2003,34,1213.11,0,0,38.26,NA,NA,20.04,29.61,690.31,15.13,3.07,3.17,0.96,68.11,51.08,823.83,18.98,20.39,15.1,240.39,218.15,22.25,NA,NA,0,0,0,7,118.61,92.61,87.3,224.86,103.65,0,13.31,23.19,63.34,203.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",83,84,84,"9_1475","Nodo 3 - Pies inventariados","IFN2",10,30,1068.48,0,177.21,15.85,NA,2.33,13.74,14.66,168.87,7.29,2.64,2.64,0.59,54.03,49.71,374.97,41.97,45.1,4.5,55.8,48.54,7.25,0,7.3,0,0,0,0,0,0,43.99,48.3,23.06,0,6.9,17.95,26.23,74.14,NA,7.89,"Nodo 1 - Pies inventariados","IFN3",2003,31,509.3,0,0,6.3,NA,NA,12.55,13.6,145.27,8.14,2.51,2.51,0.25,60.87,59.84,152.45,54.46,58.52,7.93,23.21,19.89,3.32,NA,NA,0,0,0,0,0,0,18.2,20.16,9.45,0,2.49,6.76,10.43,29.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
