"","X","PLOT_ID","Hoja_arboles.x","INVENTORY_ID_IFN2","Anho.x","T_IFN2","N_IFN2","N_muerto_IFN2","N_incorporado_IFN2","G_IFN2","G_muerta_IFN2","G_incorporada_IFN2","dg_IFN2","Do_IFN2","Seccion_dominante_IFN2","Ho_IFN2","d_copa_IFN2","Do_copa_IFN2","FCC_IFN2","Esbeltez.x","Esbeltez_dominante.x","SDI_IFN2","Hart_IFN2","Hart_tresbolillo_IFN2","SI_IFN2","VOB_IFN2","VUB_IFN2","VBARK_IFN2","V_muerto_IFN2","V_incorporado_IFN2","V_desenrollo.x","V_chapa.x","V_sierra_gruesa_IFN2","V_sierra_IFN2","V_sierra_canter_IFN2","V_postes.x","V_estacas.x","V_trituracion_IFN2","WSW_IFN2","WTHICKB_IFN2","WB2_7_IFN2","WTBL_IFN2","WR_IFN2","WT_IFN2","WT_muerta_IFN2","WT_incorporada_IFN2","Hoja_arboles.y","INVENTORY_ID_IFN3","Anho.y","T_IFN3","N_IFN3","N_muerto_IFN3.x","N_incorporado_IFN3.x","G_IFN3","G_muerta_IFN3.x","G_incorporada_IFN3.x","dg_IFN3","Do_IFN3","Seccion_dominante_IFN3","Ho_IFN3","d_copa_IFN3","Do_copa_IFN3","FCC_IFN3","Esbeltez.y","Esbeltez_dominante.y","SDI_IFN3","Hart_IFN3","Hart_tresbolillo_IFN3","SI_IFN3","VOB_IFN3","VUB_IFN3","VBARK_IFN3","V_muerto_IFN3.x","V_incorporado_IFN3.x","V_desenrollo.y","V_chapa.y","V_sierra_gruesa_IFN3","V_sierra_IFN3","V_sierra_canter_IFN3","V_postes.y","V_estacas.y","V_trituracion_IFN3","WSW_IFN3","WTHICKB_IFN3","WB2_7_IFN3","WTBL_IFN3","WR_IFN3","WT_IFN3","WT_muerta_IFN3.x","WT_incorporada_IFN3.x","G_incorporada_IFN3.y","N_incorporado_IFN3.y","V_incorporado_IFN3.y","WT_incorporada_IFN3.y","G_cortada_IFN3","N_cortado_IFN3","V_cortado_IFN3","WT_cortada_IFN3","G_muerta_IFN3.y","N_muerto_IFN3.y","V_muerto_IFN3.y","WT_muerta_IFN3.y"
"69",69,"9_1406","Nodo 3 - Pies inventariados","IFN2",10,48,917.66,7.28,61.96,56.88,0.01,3.01,28.09,34.57,939.6,15.1,4.19,4.23,1.29,50.42,43.67,1125.48,21.87,23.5,13.5,353.16,334.16,19,0.05,17.91,0,0,0,49.49,222.9,195.3,43.43,333.61,158.77,0,23.75,35.22,94.15,311.89,0.05,13.02,"Nodo 1 - Pies inventariados","IFN3",2003,49,565.88,0,0,39.45,NA,NA,29.79,35.35,982.63,17.14,4.43,4.47,0.89,55.31,48.48,769.15,24.53,26.35,17.26,282.91,268.05,14.87,NA,NA,0,0,0,65.18,174.32,142.16,27.15,268.46,127.36,0,15.08,20.9,65.29,228.63,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"70",70,"9_1415","Nodo 3 - Pies inventariados","IFN2",10,36,890.86,4.88,163.63,27.66,0,5.85,19.88,25.23,499.75,9.29,3.63,3.66,0.94,38.76,36.83,596.68,36.06,38.75,7.12,97.17,89.67,7.5,0.03,21.8,0,0,0,0,31.84,0,41.01,87.45,42.61,0,15.43,32.33,45.78,136.15,0.05,22.87,"Nodo 1 - Pies inventariados","IFN3",2003,37,583.57,0,0,17.71,NA,NA,19.65,23.12,423.7,9.91,3.56,3.59,0.59,49.96,42.88,383.06,41.76,44.87,9.88,79.12,72,7.12,NA,NA,0,0,0,0,26.02,3.07,36.17,72.28,34.21,0,7.9,15.64,29.31,87.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",71,"9_1427","Nodo 3 - Pies inventariados","IFN2",10,34,368.73,1.35,115.43,15.61,0,4.79,23.22,26.16,537.96,7.08,4.48,4.51,0.59,30.2,27.05,323.96,73.6,79.09,6.25,47.57,45.04,2.53,0.02,14.36,0,0,0,0,25.13,0,11.36,42.5,21.4,0,10.64,21.01,25.84,78.9,0.03,19.46,"Nodo 1 - Pies inventariados","IFN3",2003,35,229.89,0,0,8.78,NA,NA,22.05,23.69,443.34,8.72,4.35,4.37,0.25,36.78,36.82,184.48,75.61,81.25,8.73,24.88,23.23,1.66,NA,NA,0,0,0,0,10.68,0,7.07,22.66,11.04,0,3.68,7.01,10.91,32.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",72,"9_1428","Nodo 3 - Pies inventariados","IFN2",10,42,1171.31,24.31,95.69,60.97,0.01,3.95,25.74,37.58,1118.35,15.05,3.83,3.98,1.46,48.82,40.04,1233.02,19.42,20.87,13.19,344.45,325.99,18.47,0.09,21.26,0,0,0,62.26,193.04,137.46,55.05,323.59,154.89,0.25,28.48,45.47,100.92,330.01,0.07,17.02,"Nodo 1 - Pies inventariados","IFN3",2003,43,1030.76,0,0,48.72,NA,NA,24.53,38.69,1186.66,16.03,4,4.24,1.37,48.67,41.43,997.17,19.43,20.88,16.03,268.35,255.03,13.32,NA,NA,0,0,0,79.98,129.2,101.31,37.87,251.07,121.17,0.45,52.67,163.89,78.01,416.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.07119878,205.13,2.3462927,187.7413139
"73",73,"9_1430","Nodo 3 - Pies inventariados","IFN2",10,25,230.71,0.91,104.29,2.93,0,1.25,12.71,12.71,126.88,3.3,2.8,2.8,0.14,26,26,70.62,199.23,214.09,3,4.48,3.99,0.49,0.01,1.91,0,0,0,0,0,0,3.16,3.34,1.9,0,2.48,8.26,4.85,17.48,0.04,5.06,"Nodo 1 - Pies inventariados","IFN3",2003,26,31.83,0,0,0.41,NA,NA,12.81,12.81,128.89,7.82,2.87,2.87,0.02,61.03,61.03,9.88,226.71,243.61,7.82,1.54,1.32,0.22,NA,NA,0,0,0,0,0,0,1.33,1.37,0.63,0,0.16,0.43,0.68,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",74,"9_1432","Nodo 3 - Pies inventariados","IFN2",10,35,317.59,1.25,99.56,14.75,0,4.45,24.32,28.45,636.78,9.03,4.56,4.61,0.53,34.58,31.73,302.57,62.17,66.8,7.86,54.48,51.63,2.85,0.02,16.35,0,0,0,0,33.59,0,11.58,49.58,24.53,0,8.81,16.12,24.41,73.88,0.02,17.61,"Nodo 1 - Pies inventariados","IFN3",2003,36,148.54,0,0,7.19,NA,NA,24.83,26.36,558.29,10.18,4.67,4.74,0.26,40.54,38.63,146.75,80.58,86.58,10.01,31.86,30.12,1.74,NA,NA,0,0,0,2.31,18.6,7.01,6.71,29.5,14.31,0,3.76,6.45,11.9,36.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",75,"9_1438","Nodo 3 - Pies inventariados","IFN2",10,45,1106.7,7.67,109.93,47.21,0,4.58,23.3,29.39,679.54,10.48,3.89,3.94,1.35,41.42,35.67,978.71,28.68,30.81,9.5,202.77,189.72,13.05,0.02,19.47,0,0,0,0,111.72,32.32,51.28,186.65,90.14,0,24.34,44.16,78.14,236.79,0.03,18.5,"Nodo 1 - Pies inventariados","IFN3",2003,46,756.87,0,0,30.97,NA,NA,22.83,30.26,721.87,13.43,3.7,3.77,0.85,55.14,44.38,645.49,27.06,29.08,13.48,176.35,163.02,13.32,NA,NA,0,0,0,4.9,95.43,67.04,48.24,164.72,77.46,0,12.64,21.59,51.27,162.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",76,"9_1444","Nodo 3 - Pies inventariados","IFN2",10,35,718.17,3.81,149.01,12.47,0,2.22,14.87,17.07,229.28,5.65,3.03,3.04,0.52,32.24,33.12,289.32,66.02,70.94,4.75,27.72,24.92,2.8,0.01,4.92,0,0,0,0,0,0,18.78,22.35,11.84,0,8.48,23.61,20.64,64.58,0.03,8.06,"Nodo 1 - Pies inventariados","IFN3",2003,36,190.99,0,0,3.79,NA,NA,15.89,17.38,238.25,7.83,3.22,3.25,0.16,47.96,45.04,86.4,92.46,99.35,7.8,13.46,11.99,1.47,NA,NA,0,0,0,0,0,0,9.39,11.93,5.7,0,1.8,4.26,6.27,18.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",77,"9_1447","Nodo 3 - Pies inventariados","IFN2",10,35,1013.97,23.01,113.88,40.74,0.01,5.07,22.62,39.97,1275.52,16.85,3.39,3.6,1.03,56.19,42.15,851.06,18.64,20.03,15.06,240.32,226.43,13.89,0.07,29.94,0,0,0,70.65,93.56,53.27,59.85,225.35,107.59,0.94,17.48,28.19,67.44,221.63,0.06,21.97,"Nodo 1 - Pies inventariados","IFN3",2003,36,851.94,0,0,24.78,NA,NA,19.25,35.82,1032.41,20.4,2.91,3.14,0.66,71.98,56.96,539.02,16.79,18.04,18.78,185.5,171.34,14.16,NA,NA,0,0,2.07,52.31,76.11,50.63,49.38,174.72,81.41,0.36,14.86,43.21,41.02,180.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.61542791,205.13,1.0707052,45.8273876
"78",78,"9_1448","Nodo 3 - Pies inventariados","IFN2",10,35,1118.52,9.28,158.72,37.85,0,5.82,20.76,27.41,591.41,9.62,3.63,3.7,1.2,38.46,35.11,807.86,31.07,33.39,8.5,138.27,128.72,9.55,0.02,21.91,0,0,0,0,62.28,0,46.58,124.83,61.16,0,21.16,42.29,62.66,187.27,0.02,23.07,"Nodo 1 - Pies inventariados","IFN3",2003,36,1018.59,0,0,25.81,NA,NA,17.96,26.43,550.37,14.13,3.26,3.34,0.64,63.75,53.45,571.06,22.18,23.83,13.93,133.07,120.67,12.41,NA,NA,0,0,0,0,61.43,29.42,49.8,123.97,57.33,0,8.26,14.98,37.58,118.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",79,"9_1458","Nodo 3 - Pies inventariados","IFN2",10,30,420.29,1.8,167.44,6.72,0.01,2.28,14.26,14.78,171.52,3.87,3.03,3.04,0.3,27.13,26.16,157.41,126.18,135.59,3.5,11.89,10.71,1.18,0.02,3.98,0,0,0,0,0,0,7.77,9.37,5.09,0,5.39,16.18,11.12,37.77,0.06,8.95,"Nodo 1 - Pies inventariados","IFN3",2003,31,63.66,0,0,1.03,NA,NA,14.36,14.36,162.04,7.41,3.11,3.11,0.05,51.61,51.61,24.14,169.16,181.77,7.41,3.6,3.15,0.45,NA,NA,0,0,0,0,0,0,3.06,3.05,1.5,0,0.46,1.18,1.71,4.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",80,"9_1459","Nodo 3 - Pies inventariados","IFN2",10,32,1156.3,10.66,197.89,31.88,0,6.46,18.74,26.08,535.04,9.58,3.31,3.41,1.06,40.29,36.71,698.03,30.71,33,8.29,113.91,105.11,8.8,0.01,24.2,0,0,0,0,44.65,0,44.7,102.21,49.94,0,17.38,36.85,52.77,156.95,0.02,25.03,"Nodo 1 - Pies inventariados","IFN3",2003,33,671.99,0,0,17.27,NA,NA,18.09,26.12,538.65,11.08,3.11,3.29,0.57,55.49,42.41,381.43,34.83,37.43,11.18,79.52,72.53,6.99,NA,NA,0,0,0,0,32.78,14.3,29.58,72.62,34.46,0,7.59,14.75,28.58,85.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",81,"9_1473","Nodo 3 - Pies inventariados","IFN2",10,42,1088.78,10.65,126.82,43.13,0,4.97,22.46,29.31,676.09,10.62,3.75,3.85,1.27,41.38,36.24,902.46,28.53,30.66,9.44,181.92,170.31,11.6,0.02,20.6,0,0,0,2.63,99.98,26.04,44.95,167.16,80.92,0,22.86,42.26,71.38,217.42,0.03,20.07,"Nodo 1 - Pies inventariados","IFN3",2003,43,795.77,0,0,25.95,NA,NA,20.38,29.59,690.37,12.29,3.37,3.54,0.78,50.13,41.53,556.4,28.84,30.99,12.52,128.64,119.22,9.42,NA,NA,0,0,0,4.83,64.91,42.72,34.69,119.24,56.65,0,11.78,21.88,42.95,133.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",82,"9_1474","Nodo 3 - Pies inventariados","IFN2",10,33,1594.69,18.55,145.47,55.76,0,5.43,21.1,28.81,652.76,12.34,3.34,3.41,1.46,51,42.84,1185.23,20.29,21.8,10.82,273.85,252.09,21.76,0.03,26.79,0,0,0,0,132.86,71.95,89.89,253.88,119.78,0,24.34,44.62,92.3,281.04,0.03,21.86,"Nodo 1 - Pies inventariados","IFN3",2003,34,1213.11,0,0,38.26,NA,NA,20.04,29.61,690.31,15.13,3.07,3.17,0.96,68.11,51.08,823.83,18.98,20.39,15.1,240.39,218.15,22.25,NA,NA,0,0,0,7,118.61,92.61,87.3,224.86,103.65,0,13.31,23.19,63.34,203.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",83,"9_1475","Nodo 3 - Pies inventariados","IFN2",10,30,1062.21,6.23,177.17,15.77,0.01,2.33,13.75,14.67,168.95,5.01,2.76,2.77,0.64,37.4,34.15,372.96,61.25,65.82,4.5,37.82,33.45,4.37,0.03,5.41,0,0,0,0,0,0,26.71,30.24,15.89,0,9.58,27.38,26.09,78.94,0.05,8.08,"Nodo 1 - Pies inventariados","IFN3",2003,31,509.3,0,0,6.3,NA,NA,12.55,13.6,145.27,8.14,2.51,2.51,0.25,60.87,59.84,152.45,54.46,58.52,7.93,23.21,19.89,3.32,NA,NA,0,0,0,0,0,0,18.2,20.16,9.45,0,2.49,6.76,10.43,29.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",84,"9_1476","Nodo 3 - Pies inventariados","IFN2",10,30,813.43,4.43,117.58,17.02,0.01,2.08,16.32,18.38,265.28,6.29,3.22,3.23,0.67,34.61,34.23,385.67,55.74,59.9,5.5,44.45,40.26,4.2,0.01,5.35,0,0,0,0,0,0,30.84,37.8,19.13,0,10.72,27.23,28.17,85.25,0.03,7.51,"Nodo 1 - Pies inventariados","IFN3",2003,31,413.8,0,0,9.94,NA,NA,17.48,18.83,278.56,9.89,3.31,3.32,0.36,54.09,52.53,221.33,49.71,53.42,10,43.66,39.04,4.63,NA,NA,0,0,0,0,2,0,27.93,39.7,18.55,0,4.16,8.9,16.45,48.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",85,"9_1477","Nodo 3 - Pies inventariados","IFN2",10,30,957.44,5.6,135.43,18.02,0,2.3,15.48,18.91,281.12,4.92,3.06,3.08,0.72,35.37,26.01,413.86,65.72,70.62,4.75,44.39,39.92,4.47,0,5.5,0,0,0,0,0,0,29.42,37.4,18.97,0,11.92,31.5,29.83,92.22,0.02,8.58,"Nodo 1 - Pies inventariados","IFN3",2003,31,509.3,0,0,9.85,NA,NA,15.69,19.3,293.09,12.26,2.91,2.95,0.31,61.8,63.54,225.5,36.14,38.84,11.93,43.47,38.3,5.18,NA,NA,0,0,0,0,6.17,0,28.29,39.65,18.2,0,3.19,6.92,14.52,42.82,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"86",86,"9_1488","Nodo 3 - Pies inventariados","IFN2",10,41,2777.92,54.37,176.16,81.87,0,6.1,19.37,27.68,604.56,12.8,2.87,2.94,1.89,61.86,46.24,1777.71,14.82,15.93,11.15,449.55,406.37,43.19,0.03,32.73,0,0,0,3.4,181.33,86.28,194.62,417.08,193.08,0,30.84,57.52,135.52,416.96,0.04,24.96,"Nodo 1 - Pies inventariados","IFN3",2003,42,2069.01,0,0,53.25,NA,NA,18.1,26.38,551.97,14.83,2.84,2.91,1.3,68.66,56.21,1175.92,14.83,15.93,14.7,320.45,287.42,33.03,NA,NA,0,0,0,2.49,139.43,69.32,142.45,298.53,136.57,0,21.15,52.91,86.82,297.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39265799,159.15,0.4790415,28.3840842
"87",87,"9_1489","Nodo 3 - Pies inventariados","IFN2",10,40,837.34,8.12,81.52,43.34,0,3.85,25.67,34.71,950.9,13.33,4.17,4.26,1.19,41.34,38.4,877.15,25.93,27.86,11.75,210.06,199.68,10.37,0.03,18.2,0,0,0,33.76,111.84,83.17,35.44,195.37,94.88,0.01,22.65,38.33,71.74,227.61,0.03,16.28,"Nodo 1 - Pies inventariados","IFN3",2003,41,693.21,0,0,33.9,NA,NA,24.95,36.35,1042.49,15.39,4.23,4.35,1.03,39.28,42.35,690.9,24.67,26.51,15.52,178.04,170.03,8,NA,NA,0,0,0,52.65,88.45,70.54,21.63,166.48,80.79,0.08,33.13,108,56.11,278.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.86343903,173.3,1.0888596,111.6547062
